1391747550,nan,-1,20000,0,0
1391747554,nan,-1,19999,0,0
1391747689,nan,-1,19998,0,0
1391747692,nan,-1,19997,1,0
1391747695,nan,-1,19997,1,0
1391747699,nan,-1,19997,1,0
1391747702,nan,-1,19997,1,0
1391747705,nan,-1,19997,1,0
1391747708,nan,-1,19997,1,0
1391747711,nan,-1,19997,1,0
1391747715,nan,-1,19997,1,0
1391747718,nan,-1,19997,1,0
1391747721,nan,-1,19997,1,0
1391747724,nan,-1,19997,1,0
1391747727,nan,-1,19997,1,0
1391747731,nan,-1,19997,1,0
1391747735,nan,-1,19997,1,0
1391747738,nan,-1,19997,1,0
1391747741,nan,-1,19997,1,0
1391747744,nan,-1,19997,1,0
1391747748,nan,-1,19997,1,0
1391747751,nan,-1,19997,1,0
1391747754,nan,-1,19997,1,0
1391747757,nan,-1,19997,1,0
1391747760,nan,-1,19997,1,0
1391747764,nan,-1,19997,1,0
1391747767,nan,-1,19997,1,0
1391747770,nan,-1,19997,1,0
1391747773,nan,-1,19997,1,0
1391747776,nan,-1,19997,1,0
1391747780,nan,-1,19997,1,0
1391747783,nan,-1,19997,1,0
1391747786,nan,-1,19997,1,0
1391747789,nan,-1,19997,1,0
1391747792,nan,-1,19997,1,0
1391747796,nan,-1,19997,1,0
1391747799,nan,-1,19997,1,0
1391747802,nan,-1,19997,1,0
1391747805,nan,-1,19997,1,0
1391747808,nan,-1,19997,1,0
1391747812,nan,-1,19997,1,0
1391747815,nan,-1,19997,1,0
1391747818,nan,-1,19997,1,0
1391747821,nan,-1,19997,1,0
1391747824,nan,-1,19997,1,0
1391747828,nan,-1,19997,1,0
1391747831,nan,-1,19997,1,0
1391747834,nan,-1,19997,1,0
1391747837,nan,-1,19997,1,0
1391747840,nan,-1,19997,1,0
1391747844,nan,-1,19997,1,0
1391747847,nan,-1,19997,1,0
1391747850,nan,-1,19997,1,0
1391747853,nan,-1,19997,1,0
1391747857,nan,-1,19997,1,0
1391747860,nan,-1,19997,1,0
1391747863,nan,-1,19997,1,0
1391747866,nan,-1,19997,1,0
1391747869,nan,-1,19997,1,0
1391747873,nan,-1,19997,1,0
1391747876,nan,-1,19997,1,0
1391747879,nan,-1,19997,1,0
1391747882,nan,-1,19997,1,0
1391747885,nan,-1,19997,1,0
1391747889,nan,-1,19997,1,0
1391747892,0.391286,2,19997,0,1
1391747895,0.391286,2,19996,1,1
1391747898,0.391286,2,19996,1,1
1391747902,0.391286,2,19996,1,1
1391747905,0.391286,2,19996,1,1
1391747908,0.391286,2,19996,1,1
1391747911,0.391286,2,19996,1,1
1391747914,0.391286,2,19996,1,1
1391747918,0.391286,2,19996,1,1
1391747921,0.391286,2,19996,1,1
1391747924,0.391286,2,19996,1,1
1391747929,0.391286,2,19996,1,1
1391747932,0.391286,2,19996,1,1
1391747937,0.391286,2,19996,1,1
1391747947,0.391286,2,19996,1,1
1391747951,0.391286,2,19996,1,1
1391747954,0.391286,2,19996,1,1
1391747957,0.391286,2,19996,1,1
1391747961,0.391286,2,19996,1,1
1391747966,0.391286,2,19996,1,1
1391747975,0.391286,2,19996,1,1
